"Story","Title","Result","Date","Stability","Duration (s)"
"Personal Information Module","Add Employee Without Create Login Details","SUCCESS","2019-04-03T16:01:19.222+08:00[Asia/Singapore]","0.0","21.04"
"Personal Information Module","Add Employee With Create Login Details","SUCCESS","2019-04-03T16:01:40.26+08:00[Asia/Singapore]","0.0","20.5"
