"Story","Title","Result","Date","Stability","Duration (s)"
"Login to Orange HRM","Login to the Application Successfully","SUCCESS","2019-01-28T10:55:08.897+08:00[Asia/Singapore]","0.0","8.13"
"Logout from Orange HRM","Logout from the Portal successfully","SUCCESS","2019-01-28T10:55:40.244+08:00[Asia/Singapore]","0.0","10.38"
